Position (mm),Force (N),Strain (%),Stress (N/mm�),Time (sec)
3.24,8120,12.95,413,194.5
3.24,8120,12.96,413,194.5
3.24,8120,12.96,413,194.6
3.24,8120,12.96,413,194.7
3.24,8120,12.97,414,194.7
3.24,8120,12.97,414,194.8
3.24,8120,12.98,414,194.9
3.25,8120,12.98,414,194.9
3.25,8120,12.98,414,195
3.25,8120,12.99,414,195
3.25,8120,13,414,195.1
3.25,8130,13,414,195.2
3.25,8130,13,414,195.2
3.25,8130,13.01,414,195.3
3.25,8130,13.01,414,195.4
3.25,8130,13.02,414,195.4
3.26,8130,13.02,414,195.5
3.26,8130,13.02,414,195.5
3.26,8140,13.03,414,195.6
3.26,8140,13.03,414,195.7
3.26,8140,13.04,414,195.7
3.26,8140,13.04,414,195.8
3.26,8140,13.04,414,195.9
3.26,8140,13.05,415,195.9
3.26,8140,13.05,415,196
3.26,8140,13.06,415,196
3.26,8140,13.06,415,196.1
3.27,8140,13.06,415,196.2
3.27,8140,13.07,415,196.2
3.27,8150,13.07,415,196.3
3.27,8150,13.08,415,196.4
3.27,8150,13.08,415,196.4
3.27,8150,13.08,415,196.5
3.27,8150,13.09,415,196.5
3.27,8150,13.1,415,196.6
3.28,8150,13.1,415,196.7
3.28,8160,13.1,415,196.7
3.28,8160,13.11,416,196.8
3.28,8160,13.11,416,196.9
3.28,8160,13.12,416,196.9
3.28,8160,13.12,416,197
3.28,8160,13.12,416,197
3.28,8160,13.13,416,197.1
3.28,8170,13.13,416,197.2
3.28,8170,13.14,416,197.2
3.28,8170,13.14,416,197.3
3.29,8170,13.14,416,197.4
3.29,8170,13.15,416,197.4
3.29,8170,13.15,416,197.5
3.29,8170,13.16,416,197.5
3.29,8170,13.16,416,197.6
3.29,8170,13.16,416,197.7
3.29,8170,13.17,416,197.7
3.29,8170,13.17,416,197.8
3.29,8180,13.18,416,197.9
3.3,8180,13.18,417,197.9
3.3,8180,13.18,417,198
3.3,8180,13.19,417,198
3.3,8180,13.19,417,198.1
3.3,8180,13.2,417,198.2
3.3,8180,13.2,417,198.2
3.3,8180,13.21,417,198.3
3.3,8180,13.21,417,198.4
3.3,8180,13.22,417,198.4
3.3,8180,13.22,417,198.5
3.31,8190,13.22,417,198.5
3.31,8190,13.23,417,198.6
3.31,8190,13.23,417,198.7
3.31,8190,13.24,417,198.7
3.31,8190,13.24,417,198.8
3.31,8190,13.24,417,198.9
3.31,8190,13.25,417,198.9
3.31,8200,13.25,417,199
3.31,8200,13.26,418,199
3.32,8200,13.26,418,199.1
3.32,8200,13.26,418,199.2
3.32,8200,13.27,418,199.2
3.32,8200,13.27,418,199.3
3.32,8200,13.28,418,199.4
3.32,8200,13.28,418,199.4
3.32,8200,13.29,418,199.5
3.32,8200,13.29,418,199.5
3.32,8200,13.29,418,199.6
3.32,8200,13.3,418,199.7
3.33,8200,13.3,418,199.7
3.33,8210,13.31,418,199.8
3.33,8210,13.31,418,199.9
3.33,8210,13.32,418,199.9
3.33,8210,13.32,418,200
3.33,8210,13.32,418,200
3.33,8210,13.33,418,200
3.33,8220,13.33,418,200
3.33,8220,13.34,418,200
3.34,8220,13.34,418,200
3.34,8220,13.34,418,200
3.34,8220,13.35,418,200
3.34,8220,13.35,419,200
3.34,8220,13.36,419,201
3.34,8220,13.36,419,201
3.34,8220,13.36,419,201
3.34,8220,13.37,419,201
3.34,8220,13.37,419,201
3.34,8220,13.38,419,201
3.34,8230,13.38,419,201
3.35,8230,13.38,419,201
3.35,8230,13.39,419,201
3.35,8230,13.39,419,201
3.35,8230,13.4,419,201
3.35,8230,13.4,419,201
3.35,8230,13.41,419,201
3.35,8240,13.41,419,201
3.35,8240,13.42,419,201
3.36,8240,13.42,419,201
3.36,8240,13.42,419,202
3.36,8240,13.43,420,202
3.36,8240,13.43,420,202
3.36,8240,13.44,420,202
3.36,8240,13.44,420,202
3.36,8240,13.44,420,202
3.36,8240,13.45,420,202
3.36,8240,13.45,420,202
3.36,8250,13.46,420,202
3.36,8250,13.46,420,202
3.37,8250,13.46,420,202
3.37,8250,13.47,420,202
3.37,8250,13.47,420,202
3.37,8250,13.48,420,202
3.37,8250,13.48,420,202
3.37,8260,13.48,420,202
3.37,8260,13.49,420,203
3.37,8260,13.49,420,203
3.38,8260,13.5,420,203
3.38,8260,13.5,421,203
3.38,8260,13.51,421,203
3.38,8260,13.51,421,203
3.38,8260,13.52,421,203
3.38,8260,13.52,421,203
3.38,8260,13.52,421,203
3.38,8260,13.53,421,203
3.38,8270,13.53,421,203
3.38,8270,13.54,421,203
3.38,8270,13.54,421,203
3.39,8270,13.54,421,203
3.39,8270,13.55,421,203
3.39,8270,13.55,421,203
3.39,8270,13.56,421,204
3.39,8270,13.56,421,204
3.39,8270,13.56,421,204
3.39,8270,13.57,421,204
3.39,8270,13.57,421,204
3.39,8280,13.58,421,204
3.4,8280,13.58,422,204
3.4,8280,13.58,422,204
3.4,8280,13.59,422,204
3.4,8280,13.59,422,204
3.4,8280,13.6,422,204
3.4,8280,13.6,422,204
3.4,8280,13.61,422,204
3.4,8290,13.61,422,204
3.4,8290,13.62,422,204
3.4,8290,13.62,422,204
3.41,8290,13.62,422,205
3.41,8290,13.63,422,205
3.41,8290,13.63,422,205
3.41,8290,13.64,422,205
3.41,8290,13.64,422,205
3.41,8290,13.64,422,205
3.41,8290,13.65,422,205
3.41,8300,13.65,422,205
3.41,8300,13.66,423,205
3.42,8300,13.66,423,205
3.42,8300,13.66,423,205
3.42,8300,13.67,423,205
3.42,8300,13.67,423,205
3.42,8300,13.68,423,205
3.42,8300,13.68,423,205
3.42,8300,13.69,423,205
3.42,8300,13.69,423,206
3.42,8300,13.69,423,206
3.42,8300,13.7,423,206
3.43,8300,13.7,423,206
3.43,8310,13.71,423,206
3.43,8310,13.71,423,206
3.43,8310,13.72,423,206
3.43,8310,13.72,423,206
3.43,8310,13.72,423,206
3.43,8310,13.73,423,206
3.43,8310,13.73,423,206
3.43,8320,13.74,423,206
3.44,8320,13.74,424,206
3.44,8320,13.74,424,206
3.44,8320,13.75,424,206
3.44,8320,13.75,424,206
3.44,8320,13.76,424,207
3.44,8320,13.76,424,207
3.44,8320,13.76,424,207
3.44,8320,13.77,424,207
3.44,8320,13.77,424,207
3.44,8320,13.78,424,207
3.45,8320,13.78,424,207
3.45,8330,13.79,424,207
3.45,8330,13.79,424,207
3.45,8330,13.8,424,207
3.45,8330,13.8,424,207
3.45,8330,13.8,424,207
3.45,8330,13.81,424,207
3.45,8330,13.81,424,207
3.45,8340,13.82,424,207
3.46,8340,13.82,424,207
3.46,8340,13.82,424,208
3.46,8340,13.83,424,208
3.46,8340,13.83,425,208
3.46,8340,13.84,425,208
3.46,8340,13.84,425,208
3.46,8340,13.84,425,208
3.46,8340,13.85,425,208
3.46,8340,13.85,425,208
3.46,8340,13.86,425,208
3.46,8340,13.86,425,208
3.47,8350,13.86,425,208
3.47,8350,13.87,425,208
3.47,8350,13.87,425,208
3.47,8350,13.88,425,208
3.47,8350,13.88,425,208
3.47,8350,13.89,425,208
3.47,8350,13.89,425,209
3.47,8350,13.9,425,209
3.48,8350,13.9,425,209
3.48,8360,13.9,426,209
3.48,8360,13.91,426,209
3.48,8360,13.91,426,209
3.48,8360,13.92,426,209
3.48,8360,13.92,426,209
3.48,8360,13.92,426,209
3.48,8360,13.93,426,209
3.48,8360,13.93,426,209
3.48,8360,13.94,426,209
3.48,8360,13.94,426,209
3.49,8360,13.94,426,209
3.49,8360,13.95,426,209
3.49,8360,13.95,426,209
3.49,8360,13.96,426,210
3.49,8370,13.96,426,210
3.49,8370,13.96,426,210
3.49,8370,13.97,426,210
3.49,8370,13.97,426,210
3.49,8370,13.98,426,210
3.5,8370,13.98,426,210
3.5,8370,13.98,426,210
3.5,8380,13.99,427,210
3.5,8380,14,427,210
3.5,8380,14,427,210
3.5,8380,14,427,210
3.5,8380,14.01,427,210
3.5,8380,14.01,427,210
3.5,8380,14.02,427,210
3.5,8380,14.02,427,210
3.51,8380,14.02,427,211
3.51,8380,14.03,427,211
3.51,8380,14.03,427,211
3.51,8390,14.04,427,211
3.51,8390,14.04,427,211
3.51,8390,14.04,427,211
3.51,8390,14.05,427,211
3.51,8390,14.05,427,211
3.51,8390,14.06,427,211
3.52,8390,14.06,427,211
3.52,8390,14.06,427,211
3.52,8400,14.07,428,211
3.52,8400,14.07,428,211
3.52,8400,14.08,428,211
3.52,8400,14.08,428,211
3.52,8400,14.09,428,211
3.52,8400,14.09,428,212
3.52,8400,14.1,428,212
3.52,8400,14.1,428,212
3.52,8400,14.1,428,212
3.53,8400,14.11,428,212
3.53,8400,14.11,428,212
3.53,8400,14.12,428,212
3.53,8410,14.12,428,212
3.53,8410,14.12,428,212
3.53,8410,14.13,428,212
3.53,8410,14.13,428,212
3.53,8410,14.14,428,212
3.54,8410,14.14,428,212
3.54,8410,14.14,428,212
3.54,8410,14.15,428,212
3.54,8410,14.15,428,212
3.54,8410,14.16,428,213
3.54,8410,14.16,428,213
3.54,8420,14.16,429,213
3.54,8420,14.17,429,213
3.54,8420,14.17,429,213
3.54,8420,14.18,429,213
3.54,8420,14.18,429,213
3.55,8420,14.19,429,213
3.55,8420,14.19,429,213
3.55,8420,14.2,429,213
3.55,8420,14.2,429,213
3.55,8420,14.2,429,213
3.55,8420,14.21,429,213
3.55,8420,14.21,429,213
3.55,8430,14.22,429,213
3.56,8430,14.22,429,213
3.56,8430,14.22,429,214
3.56,8430,14.23,429,214
3.56,8430,14.23,429,214
3.56,8430,14.24,429,214
3.56,8430,14.24,429,214
3.56,8440,14.24,430,214
3.56,8440,14.25,430,214
3.56,8440,14.25,430,214
3.56,8440,14.26,430,214
3.56,8440,14.26,430,214
3.57,8440,14.26,430,214
3.57,8440,14.27,430,214
3.57,8440,14.27,430,214
3.57,8440,14.28,430,214
3.57,8440,14.28,430,214
3.57,8440,14.28,430,214
3.57,8440,14.29,430,215
3.57,8440,14.3,430,215
3.58,8450,14.3,430,215
3.58,8450,14.3,430,215
3.58,8440,14.31,430,215
3.58,8450,14.31,430,215
3.58,8450,14.32,430,215
3.58,8450,14.32,430,215
3.58,8450,14.32,431,215
3.58,8450,14.33,431,215
3.58,8450,14.33,430,215
3.58,8450,14.34,430,215
3.58,8460,14.34,431,215
3.59,8460,14.34,431,215
3.59,8460,14.35,431,215
3.59,8460,14.35,431,215
3.59,8460,14.36,431,216
3.59,8460,14.36,431,216
3.59,8460,14.36,431,216
3.59,8460,14.37,431,216
3.59,8460,14.37,431,216
3.59,8460,14.38,431,216
3.6,8460,14.38,431,216
3.6,8460,14.38,431,216
3.6,8460,14.39,431,216
3.6,8470,14.4,431,216
3.6,8470,14.4,431,216
3.6,8470,14.4,431,216
3.6,8470,14.41,431,216
3.6,8470,14.41,431,216
3.6,8470,14.42,431,216
3.6,8480,14.42,432,216
3.61,8480,14.42,432,217
3.61,8480,14.43,432,217
3.61,8480,14.43,432,217
3.61,8480,14.44,432,217
3.61,8480,14.44,432,217
3.61,8480,14.44,432,217
3.61,8480,14.45,432,217
3.61,8480,14.45,432,217
3.61,8480,14.46,432,217
3.62,8480,14.46,432,217
3.62,8480,14.46,432,217
3.62,8480,14.47,432,217
3.62,8490,14.47,432,217
3.62,8490,14.48,432,217
3.62,8490,14.48,432,217
3.62,8490,14.48,432,217
3.62,8490,14.49,432,218
3.62,8490,14.5,432,218
3.62,8490,14.5,432,218
3.63,8490,14.5,432,218
3.63,8490,14.51,432,218
3.63,8490,14.51,432,218
3.63,8490,14.52,433,218
3.63,8500,14.52,433,218
3.63,8500,14.52,433,218
3.63,8500,14.53,433,218
3.63,8500,14.53,433,218
3.63,8500,14.54,433,218
3.64,8500,14.54,433,218
3.64,8500,14.54,433,218
3.64,8500,14.55,433,218
3.64,8500,14.55,433,218
3.64,8500,14.56,433,219
3.64,8500,14.56,433,219
3.64,8500,14.56,433,219
3.64,8510,14.57,433,219
3.64,8510,14.57,433,219
3.64,8510,14.58,433,219
3.64,8510,14.58,433,219
3.65,8510,14.59,433,219
3.65,8510,14.59,433,219
3.65,8510,14.6,433,219
3.65,8510,14.6,434,219
3.65,8510,14.6,434,219
3.65,8510,14.61,434,219
3.65,8510,14.61,434,219
3.65,8520,14.62,434,219
3.66,8520,14.62,434,219
3.66,8520,14.62,434,220
3.66,8520,14.63,434,220
3.66,8520,14.63,434,220
3.66,8520,14.64,434,220
3.66,8520,14.64,434,220
3.66,8520,14.64,434,220
3.66,8520,14.65,434,220
3.66,8520,14.65,434,220
3.66,8520,14.66,434,220
3.66,8520,14.66,434,220
3.67,8520,14.66,434,220
3.67,8530,14.67,434,220
3.67,8530,14.67,434,220
3.67,8530,14.68,434,220
3.67,8530,14.68,434,220
3.67,8530,14.68,434,220
3.67,8530,14.69,435,221
3.67,8530,14.7,435,221
3.68,8540,14.7,435,221
3.68,8540,14.7,435,221
3.68,8540,14.71,435,221
3.68,8540,14.71,435,221
3.68,8540,14.72,435,221
3.68,8540,14.72,435,221
3.68,8540,14.72,435,221
3.68,8540,14.73,435,221
3.68,8540,14.73,435,221
3.68,8540,14.74,435,221
3.68,8540,14.74,435,221
3.69,8540,14.74,435,221
3.69,8540,14.75,435,221
3.69,8540,14.75,435,221
3.69,8550,14.76,435,222
3.69,8550,14.76,435,222
3.69,8550,14.76,435,222
3.69,8550,14.77,435,222
3.69,8550,14.77,436,222
3.69,8550,14.78,436,222
3.7,8550,14.78,436,222
3.7,8550,14.78,436,222
3.7,8550,14.79,436,222
3.7,8560,14.8,436,222
3.7,8560,14.8,436,222
3.7,8560,14.8,436,222
3.7,8560,14.81,436,222
3.7,8560,14.81,436,222
3.7,8560,14.82,436,222
3.7,8560,14.82,436,222
3.71,8560,14.82,436,223
3.71,8560,14.83,436,223
3.71,8560,14.83,436,223
3.71,8560,14.84,436,223
3.71,8560,14.84,436,223
3.71,8560,14.84,436,223
3.71,8570,14.85,436,223
3.71,8570,14.85,436,223
3.71,8570,14.86,436,223
3.72,8570,14.86,436,223
3.72,8570,14.86,436,223
3.72,8570,14.87,436,223
3.72,8570,14.88,437,223
3.72,8570,14.88,437,223
3.72,8570,14.88,437,223
3.72,8570,14.88,437,223
3.72,8570,14.89,437,224
3.72,8580,14.9,437,224
3.72,8580,14.9,437,224
3.73,8580,14.9,437,224
3.73,8580,14.91,437,224
3.73,8580,14.91,437,224
3.73,8580,14.92,437,224
3.73,8580,14.92,437,224
3.73,8580,14.92,437,224
3.73,8580,14.93,437,224
3.73,8580,14.93,437,224
3.73,8580,14.94,437,224
3.74,8580,14.94,437,224
3.74,8590,14.94,437,224
3.74,8590,14.95,437,224
3.74,8590,14.95,438,224
3.74,8590,14.96,438,225
3.74,8590,14.96,438,225
3.74,8590,14.96,438,225
3.74,8590,14.97,438,225
3.74,8600,14.97,438,225
3.74,8600,14.98,438,225
3.74,8600,14.98,438,225
3.75,8600,14.98,438,225
3.75,8600,14.99,438,225
3.75,8600,15,438,225
3.75,8600,15,438,225
3.75,8600,15,438,225
3.75,8600,15.01,438,225
3.75,8600,15.01,438,225
3.75,8600,15.02,438,225
3.76,8600,15.02,438,225
3.76,8600,15.02,438,226
3.76,8600,15.03,438,226
3.76,8610,15.03,438,226
3.76,8610,15.04,438,226
3.76,8610,15.04,438,226
3.76,8610,15.04,438,226
3.76,8610,15.05,439,226
3.76,8610,15.05,439,226
3.76,8610,15.06,439,226
3.76,8610,15.06,439,226
3.77,8610,15.06,439,226
3.77,8610,15.07,439,226
3.77,8620,15.07,439,226
3.77,8620,15.08,439,226
3.77,8620,15.08,439,226
3.77,8620,15.08,439,226
3.77,8620,15.09,439,227
3.77,8620,15.1,439,227
3.78,8620,15.1,439,227
3.78,8620,15.1,439,227
3.78,8620,15.11,439,227
3.78,8620,15.11,439,227
3.78,8620,15.12,439,227
3.78,8620,15.12,439,227
3.78,8620,15.12,439,227
3.78,8630,15.13,439,227
3.78,8630,15.13,439,227
3.78,8630,15.14,439,227
3.78,8630,15.14,439,227
3.79,8630,15.14,439,227
3.79,8630,15.15,440,227
3.79,8630,15.15,440,227
3.79,8630,15.16,440,228
3.79,8630,15.16,440,228
3.79,8630,15.16,440,228
3.79,8630,15.17,440,228
3.79,8630,15.17,440,228
3.79,8640,15.18,440,228
3.8,8640,15.18,440,228
3.8,8640,15.18,440,228
3.8,8640,15.19,440,228
3.8,8640,15.2,440,228
3.8,8640,15.2,440,228
3.8,8640,15.2,440,228
3.8,8640,15.21,440,228
3.8,8640,15.21,440,228
3.8,8640,15.22,440,228
3.8,8640,15.22,440,228
3.81,8640,15.22,440,229
3.81,8650,15.23,440,229
3.81,8650,15.23,440,229
3.81,8650,15.24,440,229
3.81,8650,15.24,440,229
3.81,8650,15.24,440,229
3.81,8650,15.25,441,229
3.81,8650,15.25,441,229
3.81,8650,15.26,441,229
3.82,8650,15.26,441,229
3.82,8650,15.26,441,229
3.82,8650,15.27,441,229
3.82,8660,15.27,441,229
3.82,8660,15.28,441,229
3.82,8660,15.28,441,229
3.82,8660,15.28,441,229
3.82,8660,15.29,441,230
3.82,8660,15.29,441,230
3.82,8660,15.3,441,230
3.83,8660,15.3,441,230
3.83,8660,15.31,441,230
3.83,8660,15.31,441,230
3.83,8660,15.32,441,230
3.83,8660,15.32,441,230
3.83,8660,15.32,441,230
3.83,8670,15.33,441,230
3.83,8670,15.33,441,230
3.83,8670,15.34,442,230
3.84,8670,15.34,441,230
3.84,8670,15.34,442,230
3.84,8670,15.35,442,230
3.84,8670,15.35,442,230
3.84,8680,15.36,442,231
3.84,8680,15.36,442,231
3.84,8680,15.36,442,231
3.84,8670,15.37,442,231
3.84,8680,15.37,442,231
3.84,8680,15.38,442,231
3.85,8680,15.38,442,231
3.85,8680,15.39,442,231
3.85,8680,15.39,442,231
3.85,8680,15.39,442,231
3.85,8680,15.4,442,231
3.85,8680,15.4,442,231
3.85,8680,15.41,442,231
3.85,8680,15.41,442,231
3.85,8680,15.42,442,231
3.86,8680,15.42,442,231
3.86,8680,15.42,442,232
3.86,8680,15.43,442,232
3.86,8690,15.43,442,232
3.86,8690,15.44,442,232
3.86,8690,15.44,443,232
3.86,8690,15.44,442,232
3.86,8690,15.45,443,232
3.86,8690,15.45,443,232
3.86,8690,15.46,443,232
3.86,8700,15.46,443,232
3.87,8700,15.46,443,232
3.87,8700,15.47,443,232
3.87,8700,15.47,443,232
3.87,8700,15.48,443,232
3.87,8700,15.48,443,232
3.87,8700,15.49,443,232
3.87,8700,15.49,443,233
3.87,8700,15.5,443,233
3.88,8700,15.5,443,233
3.88,8700,15.5,443,233
3.88,8700,15.51,443,233
3.88,8700,15.51,443,233
3.88,8700,15.52,443,233
3.88,8700,15.52,443,233
3.88,8700,15.52,443,233
3.88,8710,15.53,443,233
3.88,8710,15.53,444,233
3.88,8710,15.54,444,233
3.88,8710,15.54,444,233
3.89,8710,15.54,444,233
3.89,8710,15.55,444,233
3.89,8710,15.55,444,233
3.89,8710,15.56,444,234
3.89,8710,15.56,444,234
3.89,8710,15.56,444,234
3.89,8710,15.57,444,234
3.89,8710,15.57,444,234
3.89,8720,15.58,444,234
3.9,8720,15.58,444,234
3.9,8720,15.59,444,234
3.9,8720,15.59,444,234
3.9,8720,15.59,444,234
3.9,8720,15.6,444,234
3.9,8720,15.6,444,234
3.9,8720,15.61,444,234
3.9,8720,15.61,444,234
3.9,8720,15.62,444,234
3.9,8720,15.62,444,234
3.91,8720,15.62,444,235
3.91,8730,15.63,444,235
3.91,8730,15.63,445,235
3.91,8730,15.64,445,235
3.91,8730,15.64,445,235
3.91,8730,15.64,445,235
3.91,8730,15.65,445,235
3.91,8730,15.65,445,235
3.91,8730,15.66,445,235
3.92,8730,15.66,445,235
3.92,8730,15.66,445,235
3.92,8730,15.67,445,235
3.92,8730,15.67,445,235
3.92,8740,15.68,445,235
3.92,8740,15.68,445,235
3.92,8740,15.68,445,235
3.92,8740,15.69,445,236
3.92,8740,15.69,445,236
3.92,8740,15.7,445,236
3.93,8740,15.7,445,236
3.93,8740,15.71,445,236
3.93,8740,15.71,445,236
3.93,8740,15.72,445,236
3.93,8740,15.72,445,236
3.93,8740,15.72,445,236
3.93,8740,15.73,445,236
3.93,8750,15.73,445,236
3.93,8750,15.74,446,236
3.94,8750,15.74,446,236
3.94,8750,15.74,446,236
3.94,8750,15.75,446,236
3.94,8750,15.75,446,236
3.94,8750,15.76,446,237
3.94,8750,15.76,446,237
3.94,8750,15.76,446,237
3.94,8750,15.77,446,237
3.94,8750,15.77,446,237
3.94,8750,15.78,446,237
3.95,8760,15.78,446,237
3.95,8760,15.79,446,237
3.95,8760,15.79,446,237
3.95,8760,15.8,446,237
3.95,8760,15.8,446,237
3.95,8760,15.8,446,237
3.95,8760,15.81,446,237
3.95,8760,15.81,446,237
3.95,8760,15.82,446,237
3.96,8760,15.82,446,237
3.96,8760,15.82,446,238
3.96,8760,15.83,446,238
3.96,8760,15.83,446,238
3.96,8770,15.84,446,238
3.96,8770,15.84,446,238
3.96,8770,15.84,446,238
3.96,8770,15.85,446,238
3.96,8770,15.85,446,238
3.96,8770,15.86,447,238
3.96,8770,15.86,447,238
3.97,8770,15.86,447,238
3.97,8770,15.87,447,238
3.97,8770,15.87,447,238
3.97,8770,15.88,447,238
3.97,8780,15.88,447,238
3.97,8780,15.89,447,238
3.97,8780,15.89,447,239
3.97,8780,15.9,447,239
3.98,8780,15.9,447,239
3.98,8780,15.9,447,239
3.98,8780,15.91,447,239
3.98,8780,15.91,447,239
3.98,8780,15.92,447,239
3.98,8780,15.92,447,239
3.98,8780,15.92,447,239
3.98,8780,15.93,447,239
3.98,8780,15.93,447,239
3.98,8780,15.94,447,239
3.98,8790,15.94,448,239
3.99,8790,15.94,448,239
3.99,8780,15.95,447,239
3.99,8780,15.95,447,239
3.99,8790,15.96,448,240
3.99,8790,15.96,448,240
3.99,8790,15.96,448,240
3.99,8790,15.97,448,240
3.99,8790,15.97,448,240
3.99,8790,15.98,448,240
4,8790,15.98,448,240
4,8790,15.99,448,240
4,8800,15.99,448,240
4,8800,16,448,240
4,8800,16,448,240
4,8800,16,448,240
4,8800,16.01,448,240
4,8800,16.01,448,240
4,8800,16.02,448,240
4,8800,16.02,448,240
4.01,8800,16.02,448,241
4.01,8800,16.03,448,241
4.01,8800,16.03,448,241
4.01,8800,16.04,448,241
4.01,8810,16.04,449,241
4.01,8810,16.04,449,241
4.01,8810,16.05,449,241
4.01,8800,16.05,448,241
4.01,8810,16.06,449,241
4.02,8810,16.06,449,241
4.02,8810,16.06,449,241
4.02,8810,16.07,449,241
4.02,8810,16.07,449,241
4.02,8810,16.08,449,241
4.02,8810,16.08,449,241
4.02,8810,16.09,449,241
4.02,8820,16.09,449,242
4.02,8820,16.1,449,242
4.02,8820,16.1,449,242
4.03,8820,16.1,449,242
4.03,8820,16.11,449,242
4.03,8820,16.11,449,242
4.03,8820,16.12,449,242
4.03,8820,16.12,449,242
4.03,8820,16.12,449,242
4.03,8820,16.13,449,242
4.03,8820,16.13,449,242
4.03,8820,16.14,449,242
4.04,8820,16.14,449,242
4.04,8820,16.14,449,242
4.04,8830,16.15,450,242
4.04,8820,16.15,449,242
4.04,8830,16.16,450,243
4.04,8830,16.16,450,243
4.04,8830,16.16,450,243
4.04,8830,16.17,450,243
4.04,8830,16.17,450,243
4.04,8830,16.18,450,243
4.04,8830,16.18,450,243
4.05,8830,16.19,450,243
4.05,8830,16.19,450,243
4.05,8840,16.2,450,243
4.05,8840,16.2,450,243
4.05,8830,16.2,450,243
4.05,8830,16.21,450,243
4.05,8840,16.21,450,243
4.05,8840,16.22,450,243
4.06,8840,16.22,450,243
4.06,8840,16.22,450,244
4.06,8840,16.23,450,244
4.06,8840,16.23,450,244
4.06,8840,16.24,450,244
4.06,8840,16.24,450,244
4.06,8840,16.24,450,244
4.06,8840,16.25,450,244
4.06,8840,16.25,450,244
4.06,8840,16.26,450,244
4.06,8840,16.26,450,244
4.07,8850,16.26,451,244
4.07,8850,16.27,451,244
4.07,8850,16.27,451,244
4.07,8850,16.28,451,244
4.07,8850,16.28,451,244
4.07,8850,16.29,451,244
4.07,8850,16.29,451,245
4.07,8850,16.3,451,245
4.08,8850,16.3,451,245
4.08,8850,16.3,451,245
4.08,8850,16.31,451,245
4.08,8850,16.31,451,245
4.08,8860,16.32,451,245
4.08,8860,16.32,451,245
4.08,8860,16.32,451,245
4.08,8860,16.33,451,245
4.08,8860,16.33,451,245
4.08,8860,16.34,451,245
4.08,8860,16.34,451,245
4.09,8860,16.34,451,245
4.09,8860,16.35,451,245
4.09,8860,16.35,451,245
4.09,8860,16.36,451,246
4.09,8860,16.36,451,246
4.09,8860,16.36,451,246
4.09,8870,16.37,452,246
4.09,8870,16.37,452,246
4.09,8870,16.38,452,246
4.1,8870,16.38,452,246
4.1,8870,16.38,452,246
4.1,8870,16.39,452,246
4.1,8870,16.4,452,246
4.1,8870,16.4,452,246
4.1,8870,16.4,452,246
4.1,8870,16.41,452,246
4.1,8870,16.41,452,246
4.1,8870,16.42,452,246
4.1,8880,16.42,452,246
4.11,8880,16.42,452,247
4.11,8880,16.43,452,247
4.11,8880,16.43,452,247
4.11,8880,16.44,452,247
4.11,8880,16.44,452,247
4.11,8880,16.44,452,247
4.11,8880,16.45,452,247
4.11,8880,16.45,452,247
4.11,8880,16.46,452,247
4.12,8880,16.46,452,247
4.12,8880,16.46,452,247
4.12,8880,16.47,452,247
4.12,8880,16.47,453,247
4.12,8880,16.48,453,247
4.12,8880,16.48,452,247
4.12,8880,16.48,452,247
4.12,8880,16.49,453,248
4.12,8890,16.5,453,248
4.12,8890,16.5,453,248
4.13,8890,16.5,453,248
4.13,8890,16.5,453,248
4.13,8890,16.51,453,248
4.13,8890,16.52,453,248
4.13,8890,16.52,453,248
4.13,8890,16.52,453,248
4.13,8900,16.53,453,248
4.13,8900,16.53,453,248
4.13,8890,16.54,453,248
4.14,8890,16.54,453,248
4.14,8900,16.54,453,248
4.14,8900,16.55,453,248
4.14,8900,16.55,453,248
4.14,8900,16.56,453,249
4.14,8900,16.56,453,249
4.14,8900,16.56,453,249
4.14,8900,16.57,453,249
4.14,8900,16.57,453,249
4.14,8900,16.58,453,249
4.14,8900,16.58,453,249
4.15,8900,16.58,453,249
4.15,8900,16.59,453,249
4.15,8900,16.6,454,249
4.15,8910,16.6,454,249
4.15,8910,16.6,454,249
4.15,8910,16.61,454,249
4.15,8910,16.61,454,249
4.15,8910,16.62,454,249
4.16,8910,16.62,454,249
4.16,8910,16.62,454,250
4.16,8910,16.63,454,250
4.16,8910,16.63,454,250
4.16,8910,16.64,454,250
4.16,8910,16.64,454,250
4.16,8910,16.64,454,250
4.16,8920,16.65,454,250
4.16,8920,16.65,454,250
4.16,8920,16.66,454,250
4.16,8920,16.66,454,250
4.17,8920,16.66,454,250
4.17,8920,16.67,454,250
4.17,8920,16.67,454,250
4.17,8920,16.68,454,250
4.17,8920,16.68,454,250
4.17,8920,16.68,454,250
4.17,8920,16.69,454,251
4.17,8920,16.7,454,251
4.18,8920,16.7,454,251
4.18,8920,16.7,455,251
4.18,8920,16.71,455,251
4.18,8920,16.71,454,251
4.18,8920,16.72,455,251
4.18,8920,16.72,455,251
4.18,8930,16.72,455,251
4.18,8930,16.73,455,251
4.18,8930,16.73,455,251
4.18,8930,16.74,455,251
4.18,8930,16.74,455,251
4.19,8930,16.74,455,251
4.19,8930,16.75,455,251
4.19,8930,16.75,455,251
4.19,8930,16.76,455,252
4.19,8930,16.76,455,252
4.19,8930,16.76,455,252
4.19,8930,16.77,455,252
4.19,8940,16.77,455,252
4.19,8940,16.78,455,252
4.2,8940,16.78,455,252
4.2,8940,16.78,455,252
4.2,8940,16.79,455,252
4.2,8940,16.8,455,252
